"","Text"
"230","MALLEY:</p><p>Well, look-- John, I think the-- I think the call of your question is how can we improve both public safety in America and race relations in America understanding how very intertwined both of those issues are in a very, very difficult and painful way for us as a people.  Look, the truth of the matter is that we should all feel a sense of responsibility as Americans to look for the things that actually work to save and redeem lives and to do more of them.</p><p>And to stop doing the things that don't.  From my part, that's what I have done in 15 years of experiences in there and as the governor, we restored voting rights to 52,000 people, we decriminalized possession of small amounts of americ-- of marijuana.  I repealed the death penalty, and we also put in place a civilian review board.  We reported openly discourtesy and-- and lethal force and brutality complaints.</p><p>This is something that-- and I put forward a new agen-- agenda for criminal justice reform that is informed by that experience.  So as president, I would lead these efforts and I would do so with more experience and probably the attendance of more gravesites than any of the three of us on this stage when it comes to urban-- crime, loss of lives.  And-- the truth is-- I have learned on a very daily basis that yes indeed, black lives matter.</p><p>JOHN "
"231","Mods:</p><p>All right, governor.  Sen-- (APPLAUSE) se-- Senator Sanders, one of your former colleagues, an African American member of Congress said to me recently that a young African American man had asked him where to find hope in life.  And he said, ""I just don't know what to tell him about being young and black in America today.""  What would you tell that young African American man?</p><p>BERNIE "
"232","SANDERS:</p><p>Well, this is what I would say.  And the congressman was right-- according to the statistics that I'm familiar with, a black male maybe born today stands a one in four chance of ending up in the criminal justice system.  Fifty-one percent of high school African American graduates are unemployed or underemployed.  We have more people in jail today than any other country on earth.</p><p>We're spending $80 billion locking people up disproportionately, Latino and African American.  We need very clearly major, major reform in a broken criminal justice system from top to bottom.  And that means when police officers out in a community do illegal activity, kill people who are unarmed, who should not be killed, they must be held accountable.  It means that we end minimum sentencing for those people (UNINTEL).  And it means that we take marijuana out of the federal law as a crime and give space for freedom to go forward with legalizing marijuana.</p><p>JOHN "
"233","Mods:</p><p>Secretary-- Clinton, you told some Black Lives Matter activists recently that there's a difference between rhetoric and activism and what you were trying to do, which is-- was enforce law-- or get laws passed that would help what they-- were pushing for.  But-- recently at the University of Missouri, that activism was very, very effective.  So would you suggest that kind of activism take place at other universities across the country?</p><p>HILLARY "
"234","CLINTON:</p><p>Well, John, I come from-- the '60s, a long time ago.  There was a lot of activism on campus.  Civil rights activism, anti-war activism, women's rights activism.  And I do-- appreciate the way young people-- are standing up and speaking out.  Obviously, I believe that on a college campus, there should be enough respect so people hear each other.</p><p>But what happened-- at the university there, what's happening at other universities, I think reflects the deep sense of, you know, concern, even despair that so many young people, particularly of color have.  And I recently met with a group of mothers who lost their children to-- either-- killings by police or random killings-- in their neighborhoods.</p><p>And hearing their stories was so incredibly, profoundly heartbreaking.  Each one of them, you know, describes their child, had a picture.  You know, the mother of the young man with his friends in the car who was playing loud music and, you know, some older white man pulled out a gun and shot him because they wouldn't turn the radio down.</p><p>Or a young woman who had been-- performing at President Obama's second inauguration, coming home-- absolutely stellar young woman, hanging out with her friends in a park, getting shot by a gang member.  And of course, I-- I met the mothers of Eric Garner and Tamir Rice and Michael Brown and Trayvon Martin and so many of them who have lost their children.</p><p>So your original question is the right question, and it's not just a question for parents and grandparents to answer.  It's really a question for all of us to answer.  Every single one of our children deserves the chance to live up to his or her god-given potential.  And that's what we need to be doing to the best of our ability in our country--</p><p>JOHN "
"235","Mods:</p><p>All right.  Over to Kevin Cooney.  (APPLAUSE)</p><p>KEVIN "
"236","COONEY:</p><p>Senator-- Senator Sanders-- we've heard a lot about this, your offer-- you-- you wanna offer free tuition in public universities and colleges.</p><p>BERNIE "
"237","SANDERS:</p><p>Yes.</p><p>KEVIN "
"238","COONEY:</p><p>A couple questions about this.  Fifty-three percent of those who enroll graduate.  First question, you're just throwing a lot of money away if we're looking at a third of these people are not going to complete college.</p><p>BERNIE "
"239","SANDERS:</p><p>No, it's not throwing-- it is an extraordinary investment for this country.  In Germany, many other countries do it already.  In fact, if you remember, 50, 60 years ago, University of California, City University of New York were virtually tuition-free.  Here it's a new (?) story.</p><p>It's not just that college graduates should be $50,000 or $100,000 in debt.  More importantly, I want kids in Burlington, Vermont, or Baltimore, Maryland, who are in the six grade or the eighth grade who don't have a lot of money, whose parents that-- like my parents, may never have gone to college.  You know what I want, Kevin?  I want those kids to know that if they study hard, they do their homework, regardless of the income of their families, they will in fact be able to great a college education.  Because we're gonna make public colleges and universities tuition-free.  This is revolutionary for education in America.  It will give hope for millions of young people.</p><p>KEVIN "
"240","COONEY:</p><p>21:34:41:00  Well, one of the things that you want to do is to have the states pay for about a third of this $70 billion plan, correct?</p><p>BERNIE "
"241","SANDERS:</p><p>Yes.</p><p>KEVIN "
"242","COONEY:</p><p>There are 16 states that are running budget deficits right now.  Where are they expected to come up with--</p><p>BERNIE "
"243","SANDERS:</p><p>Well, I think that they're gonna be pretty smart.  If I think a lot of states will do the right thing and I think those states that don't will pay a heavy penalty.  Bottom line here is, in the year 2015, we should look at a college degree the same we look at a high school degree, 50 or 60 years ago.</p><p>If you wanna make it into the middle class, I'm not saying (UNINTEL), we need t-- plumbers and we carpenters and electricians.  That's for sure.  And they should get help as well.  But bottom line now is, in America, in the year 2015, any person who has the ability and desire should be able to get an education, college education, regardless of the income of his or his family.  And we must substantially lower, as my legislation does, interest rates on student debt.</p><p>JOHN "
"244","Mods:</p><p>Governor O'Malley, jump in, yeah.</p><p>MARTIN O'"
"245","MALLEY:</p><p>Okay, thank you.  I have thought that-- (APPLAUSE) I would agree with much of what Senator Sanders says, Kevin.  I-- I believe that actually affordable college, debt-free college is the goal that we need to attain as a nation.  And-- unlike my three distinguished colleagues on this stage, I actually-- made college more affordable and was the only state that went four years in a row without a penny's increase to college tuition.</p><p>I respectfully disagree with Senator Sanders' approach.  I believe that the goal should be debt-free college.  I believe that our federal government needs to do more on programs, states need to stop cutting higher education, and we should create a new block grant program that keeps the states in-- in the game, and we should lower these outrageous interest rates that parents and kids are being charged by their own government, 7% and 8% to go to college?</p><p>I mean, my dad went to c-- college on the GI bill after comin' home from Japan, flying 33 missions.  My daughters went to college on a mountain of bills.  But we were proud of them on graduation day.  But we're going to be proud every month for the rest of our natural lives.  (LAUGHTER) It-- it doesn't need to be that way.  We can (APPLAUSE) have debt-free college in the United States.</p><p>HILLARY "
