"","Text"
"400","Mods: ... Mr. Trump, I want to give you another chance -- Mr. Trump, I want to give you a chance to respond to something that your rival to your left, Governor Bush, said.</p><p>Governor Bush told me last week when I read him the quote from Governor Jindal that he agrees you're not a serious candidate.</p><p>Tell Governor Bush why you are a serious candidate and what your qualifications are to be commander-in-chief. "
"401","TRUMP: I've actually been in politics all my life, although I've been on that side as opposed to this side. I'm now a politician for about three months. Obviously, I'm doing pretty well. I'm number one in every polls (sic) by a lot.</p><p>But the qualification is that I've dealt with people all over the world, been successful all over the world. Everything I've done virtually has been a tremendous success.</p><p>When markets changed, when things turned, I heard Governor Pataki, who, by the way, was a failed governor in New York, a very seriously failed -- he wouldn't be elected dog catcher right now. I heard what he had to say.</p><p>And I will tell you this: Atlantic City, I've made a tremendous amount of money in Atlantic City. I left seven years ago, I've gotten great credit for my timing, and that's what I'm all about.</p><p>I'm a businessman, did really well, really well, and Jeb, what I want to do is put that ability into this country to make our country rich again. And I can do that, and I'm not sure that anybody else in the group will be able to do that.</p><p>"
"402","Mods: Governor Bush, would you feel comfortable with Donald Trump's finger on the nuclear codes?</p><p>"
"403","BUSH: I think the voters will make that determination.</p><p>But what I know to be true is that the next president of the United States is going to have to fix an extraordinary difficult situation. This administration, with President Obama and Hillary Clinton, has created insecurity the likes of which we never would've imagined. There's not a place in the world where we're better off today than six and a half years ago.</p><p>And that requires a steadiness. That requires an understanding of how the world works. That requires an understanding and appreciation of American leadership in the world.</p><p>You can't just, you know, talk about this stuff and insult leaders around the world and expect a good result. You have to do this with a steady hand, and I believe I have those skills.</p><p>WALKER Jake, this is -- this is -- this is...</p><p>"
"404","TRUMP: But I have to say...</p><p>WALKER This is actually what's wrong -- this is what's wrong with this debate. We're not talking about real issues.</p><p>And Mr. Trump, we don't need an apprentice in the White House.</p><p>(APPLAUSE)</p><p>We don't need an apprentice in the White House. We have one right now. He told us all the things we wanted to hear back in 2008. We don't know who you are or where you're going. We need someone who can actually get the job done.</p><p>And you talked about business.</p><p>"
"405","TRUMP: Well, in Wisconsin...</p><p>WALKER You -- you -- let me finish...</p><p>"
"406","TRUMP: Excuse me.</p><p>WALKER No, no...</p><p>"
"407","TRUMP: In Wisconsin, you're losing $2.2 billion right now.</p><p>WALKER You're using the talking...</p><p>"
"408","TRUMP: I would do so much better than that.</p><p>WALKER Mr. Trump, you're using the talking points of the Democrats...</p><p>"
"409","TRUMP: No.</p><p>WALKER ... and as we all know...</p><p>"
"410","TRUMP: I'm using facts.</p><p>WALKER ... that failed three times in four and a half years when I got elected, because it is working. We balanced a budget.</p><p>You want to talk about balanced budgets? You took four major projects into bankruptcy over and over and over again. You can't take America into bankruptcy. That's what's wrong with the politicians in Washington right now. They think we can take a country into bankruptcy.</p><p>(CROSSTALK)</p><p>"
"411","TRUMP: Every major business leader has used the -- I never went bankrupt, by the way, as you know, everybody knows. But we -- hundreds of companies, hundreds of deals, I've used</p><p>MORE</p><p>"
"412","XXX: ... into bankruptcy. That's what's wrong with politicians in Washington right now. They think we can take a country into bankruptcy. </p><p>(CROSSTALK)</p><p>"
"413","TRUMP: Every major business leader, has used the -- I never went bank bankrupt, by the way, as you know, everybody knows. But -- hundreds of companies, hundreds of deals, I used the law four times and made a tremendous thing. I'm in business. I did a very good job. </p><p>But I will say this, and people are very, very impressed with what I've done, the business people. But when the folks of Iowa found out the true facts of the job that you've done in Wisconsin, all of a sudden you, tubed (ph), he was No. 1 and now he's No. 6 or seven in the polls. </p><p>So, look, we brought it out, you were supposed to make a billion dollars in the state. You lost 2.2 -- you have right now, a huge budget deficit. That's not a Democratic point. That's a point. That's a fact. And when the people of Iowa found that out, I went to No. 1 and you went down the tubes. </p><p>"
"414","Mods: Governor Walker? </p><p>"
"415","WALKER: Jake, yeah, absolutely, I'll take this on, because this is an issue that's important in this race. </p><p>Just because he says it doesn't make it true. The facts are the facts. </p><p>(APPLAUSE)</p><p>We balanced a $3.6 billion budget deficit, we did it by cutting taxes -- $4.7 billion to help working families, family farmers, small business owners and senior citizens. And it's about time people in America stand up and take note of this. </p><p>If you want someone that can actually take on the special interest of Washington, which you yourself said you were part of, using the system, we need somebody that will stand up and fight for average Americans to put them back in charge of their government. </p><p>I'm the one who is taking that on. I'll do that as your next president. </p><p>"
"416","Mods: Let's move on.</p><p>(APPLAUSE) </p><p>"
"417","KASICH: Jake, Jake. </p><p>"
"418","Mods: A phenomenon going on in the race right now is the political... </p><p>OK, Governor Kasich, go ahead. </p><p>"
"419","KASICH: Listen, you know, I -- if I were sitting at home and watch thing back and forth, I would be inclined to turn it off. I mean, people at home want to know across this country, they want to know what we're going to do to fix this place, how we'll balance a budget, how we're going to create more economic growth, how we'll pay down the debt. What we're going to do to strengthen the military.</p><p>So, we just spent 10 minutes here...</p><p>"
"420","Mods: We have a lot of issues coming up, sir. </p><p>"
"421","KASICH: But -- but wait a minute. It's a lot of ad hogshead. Now, I know that it may be buzzing out there, but I think it's important we get to the issues, because that's what people want, and they don't want all this fighting. </p><p>"
